title,Genre,rating
Iron Eagle (1986),Action|War,2.5
Iron Eagle II (1988),Action|War,1.75
Aces: Iron Eagle III (1992),Action,1.6666666666666667
Three Days of the Condor (3 Days of the Condor) (1975),Drama|Mystery|Romance|Thriller,3.8
Hamlet (1964),Drama,4.5
Medicine Man (1992),Adventure|Romance,2.9
On the Ropes (1999),Documentary|Drama,3.0
"13th Warrior, The (1999)",Action|Adventure|Fantasy,2.9
"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,2.409090909090909
Dudley Do-Right (1999),Children|Comedy,2.5
"Muse, The (1999)",Comedy,3.0
"Lost Son, The (1999)",Drama,3.0
Chill Factor (1999),Action|Adventure|Comedy|Thriller,3.0
Outside Providence (1999),Comedy,3.1666666666666665
Bedrooms & Hallways (1998),Comedy|Romance,5.0
West Beirut (West Beyrouth) (1998),Drama,4.0
Stigmata (1999),Drama|Thriller,2.75
Stir of Echoes (1999),Horror|Mystery|Thriller,3.7954545454545454
"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,4.666666666666667
"Minus Man, The (1999)",Drama|Mystery,3.3333333333333335
Whiteboyz (1999),Comedy|Drama,0.5
"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",Adventure|Children|Comedy|Drama,3.9444444444444446
Only Angels Have Wings (1939),Adventure|Drama|Romance,3.6666666666666665
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,4.0
Queens Logic (1991),Comedy|Drama,2.0
Public Access (1993),Drama|Thriller,2.0
Saturn 3 (1980),Adventure|Sci-Fi|Thriller,3.0
"Soldier's Story, A (1984)",Drama,3.6666666666666665
"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)",Horror|Mystery,3.5
Nightmares (1983),Horror,4.0
I Saw What You Did (1965),Thriller,3.4
Yellow Submarine (1968),Adventure|Animation|Comedy|Fantasy|Musical,3.7857142857142856
American Beauty (1999),Drama|Romance,4.236363636363636
Stop Making Sense (1984),Documentary|Musical,4.0
Blue Streak (1999),Comedy,3.3
For Love of the Game (1999),Comedy|Drama,3.066666666666667
Caligula (1979),Drama,3.125
"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,3.8833333333333333
Splendor (1999),Comedy,2.75
"Buddy Holly Story, The (1978)",Drama,3.75
Fright Night (1985),Comedy|Horror|Thriller,3.25
Fright Night Part II (1988),Horror,3.0
"Separation, The (Séparation, La) (1994)",Drama,1.0
Barefoot in the Park (1967),Comedy,3.4375
Deliverance (1972),Adventure|Drama|Thriller,3.9375
Excalibur (1981),Adventure|Fantasy,3.8125
"Pajama Game, The (1957)",Comedy|Musical|Romance,4.5
Sommersby (1993),Drama|Mystery|Romance,3.4444444444444446
Thumbelina (1994),Animation|Children|Fantasy,2.6666666666666665
Tommy (1975),Musical,3.111111111111111
Hell Night (1981),Horror,2.0
Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),Action|Adventure|Comedy,3.7
Armour of God (Long xiong hu di) (1987),Action|Adventure|Comedy,5.0
Double Jeopardy (1999),Action|Crime|Drama|Thriller,3.0930232558139537
Jakob the Liar (1999),Drama,2.1666666666666665
Mumford (1999),Comedy|Drama,3.625
Dog Park (1998),Comedy|Romance,1.0
Guinevere (1999),Drama|Romance,3.5
"Adventures of Elmo in Grouchland, The (1999)",Children|Comedy,2.25
Simon Sez (1999),Action|Comedy,2.5
Drive Me Crazy (1999),Comedy|Romance,2.590909090909091
"Mystery, Alaska (1999)",Comedy|Drama,3.7142857142857144
Three Kings (1999),Action|Adventure|Comedy|Drama|War,3.739130434782609
"Happy, Texas (1999)",Comedy,2.75
New Rose Hotel (1998),Action|Drama,2.6666666666666665
Plunkett & MaCleane (1999),Action|Adventure|Drama,4.0
Romance (1999),Drama|Romance,2.0
And the Ship Sails On (E la nave va) (1983),Comedy|War,5.0
"Dark Half, The (1993)",Horror|Mystery,3.5
Gulliver's Travels (1939),Adventure|Animation|Children,3.6666666666666665
Monkey Shines (1988),Horror|Sci-Fi,3.0
Phantasm (1979),Horror|Sci-Fi,3.8333333333333335
Psycho II (1983),Horror|Mystery|Thriller,2.375
Psycho III (1986),Horror|Thriller,1.8333333333333333
Rain (1932),Drama,3.0
Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,3.642857142857143
Random Hearts (1999),Drama|Romance,2.6666666666666665
Superstar (1999),Comedy,3.0
Boys Don't Cry (1999),Drama,3.897727272727273
"Limey, The (1999)",Crime|Drama|Thriller,3.764705882352941
The Mating Habits of the Earthbound Human (1999),Comedy|Sci-Fi,3.0
Risky Business (1983),Comedy,3.3452380952380953
Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,3.5625
Body Heat (1981),Crime|Thriller,4.25
Ferris Bueller's Day Off (1986),Comedy,4.007518796992481
"Year of Living Dangerously, The (1982)",Drama|Romance|War,3.7941176470588234
Children of Paradise (Les enfants du paradis) (1945),Drama|Romance,4.5
High Plains Drifter (1973),Western,3.5
Hang 'Em High (1968),Crime|Drama|Western,3.8333333333333335
Handle with Care (a.k.a. Citizen's Band) (1977),Comedy,4.0
Drunken Master (Jui kuen) (1978),Action|Comedy,4.583333333333333
"Conformist, The (Conformista, Il) (1970)",Drama,4.214285714285714
Hairspray (1988),Comedy|Drama,3.6666666666666665
Brief Encounter (1946),Drama|Romance,4.5
"Razor's Edge, The (1984)",Drama,3.6666666666666665
Reds (1981),Drama|Romance,3.892857142857143
Return with Honor (1998),Documentary,4.0
Days of Heaven (1978),Drama,4.0
"Lady Eve, The (1941)",Comedy|Romance,4.2
Sullivan's Travels (1941),Adventure|Comedy|Romance,4.25
"Palm Beach Story, The (1942)",Comedy,4.0
Man Facing Southeast (1986),Drama|Sci-Fi,4.666666666666667
Niagara (1953),Drama|Thriller,3.0
Gilda (1946),Drama|Film-Noir|Mystery|Romance,3.6875
South Pacific (1958),Musical|Romance|War,3.25
Flashdance (1983),Drama|Romance,3.216666666666667
Indochine (1992),Drama|Romance,2.6666666666666665
"Dirty Dozen, The (1967)",Action|Drama|War,3.6714285714285713
Mike's Murder (1984),Mystery,5.0
Help! (1965),Comedy|Musical,3.5454545454545454
Goldfinger (1964),Action|Adventure|Thriller,3.7169811320754715
From Russia with Love (1963),Action|Adventure|Thriller,3.640625
Dr. No (1962),Action|Adventure|Thriller,3.6451612903225805
"Blue Lagoon, The (1980)",Adventure|Drama|Romance,2.526315789473684
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,3.8947368421052633
Sydney (Hard Eight) (1996),Crime|Drama|Thriller,3.5
Home Alone 2: Lost in New York (1992),Children|Comedy,2.467741935483871
Someone to Watch Over Me (1987),Action|Crime|Thriller,3.5
Fight Club (1999),Action|Crime|Drama|Thriller,4.178217821782178
"Story of Us, The (1999)",Comedy|Drama,3.4545454545454546
Fever Pitch (1997),Comedy|Romance,3.625
Julien Donkey-Boy (1999),Drama,3.125
"Straight Story, The (1999)",Adventure|Drama,3.5789473684210527
"Bad Seed, The (1956)",Drama|Thriller,3.4
Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,3.5697674418604652
"Man and a Woman, A (Un homme et une femme) (1966)",Drama|Romance,3.6666666666666665
Fitzcarraldo (1982),Adventure|Drama,3.6666666666666665
All That Jazz (1979),Drama|Fantasy|Musical,4.1
Red Sorghum (Hong gao liang) (1987),Drama|War,2.5
Crimes and Misdemeanors (1989),Comedy|Crime|Drama,4.178571428571429
Bats (1999),Horror|Thriller,1.5
"Best Man, The (1999)",Comedy|Drama,4.0
Bringing Out the Dead (1999),Drama,3.5476190476190474
Crazy in Alabama (1999),Comedy|Drama,3.0
Three to Tango (1999),Comedy|Romance,3.1875
Body Shots (1999),Drama,2.0
"Brother, Can You Spare a Dime? (1975)",Documentary,5.0
"Guardian, The (1990)",Horror|Thriller,5.0
"Ipcress File, The (1965)",Thriller,4.0
On Any Sunday (1971),Documentary,5.0
RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,3.5948275862068964
RoboCop 2 (1990),Action|Crime|Sci-Fi|Thriller,2.763157894736842
Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,3.6666666666666665
Melvin and Howard (1980),Drama,4.0
For Your Eyes Only (1981),Action|Adventure|Thriller,3.5277777777777777
Licence to Kill (1989),Action|Adventure|Thriller,3.2941176470588234
Live and Let Die (1973),Action|Adventure|Thriller,3.625
Rawhead Rex (1986),Horror|Thriller,4.0
Thunderball (1965),Action|Adventure|Thriller,3.5588235294117645
House on Haunted Hill (1999),Horror|Thriller,1.96875
Music of the Heart (1999),Drama,3.0
Being John Malkovich (1999),Comedy|Drama|Fantasy,3.9563492063492065
Dreaming of Joseph Lees (1999),Drama|Romance,4.0
Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,4.131578947368421
"Suburbans, The (1999)",Drama,2.0
My Best Fiend (Mein liebster Feind) (1999),Documentary,3.75
Train of Life (Train de vie) (1998),Comedy|Drama|Romance|War,1.0
"Bachelor, The (1999)",Comedy|Romance,2.6153846153846154
"Bone Collector, The (1999)",Thriller,2.8833333333333333
"Insider, The (1999)",Drama|Thriller,3.8666666666666667
American Movie (1999),Documentary,4.178571428571429
Last Night (1998),Drama|Sci-Fi,3.5
Rosetta (1999),Drama,4.5
"They Shoot Horses, Don't They? (1969)",Drama,3.7
Bride of Re-Animator (1990),Comedy|Horror,2.5
Coma (1978),Thriller,3.3333333333333335
Creepshow (1982),Horror,3.7333333333333334
Creepshow 2 (1987),Horror,3.1
Re-Animator (1985),Comedy|Horror|Sci-Fi,3.8214285714285716
Drugstore Cowboy (1989),Crime|Drama,3.8333333333333335
Falling Down (1993),Action|Drama,3.6129032258064515
"Funhouse, The (1981)",Horror,5.0
"General, The (1926)",Comedy|War,4.25
Piranha (1978),Horror|Sci-Fi,3.6666666666666665
Rough Night in Jericho (1967),Western,3.0
"Taming of the Shrew, The (1967)",Comedy,2.75
Nighthawks (1981),Action|Drama,3.5
Yojimbo (1961),Action|Adventure,4.166666666666667
Repossessed (1990),Comedy,3.0
"Omega Man, The (1971)",Action|Drama|Sci-Fi|Thriller,3.5714285714285716
Spaceballs (1987),Comedy|Sci-Fi,3.6206896551724137
Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,3.7586206896551726
Mister Roberts (1955),Comedy|Drama|War,4.411764705882353
"Quest for Fire (Guerre du feu, La) (1981)",Adventure|Drama,4.0
Little Big Man (1970),Western,4.166666666666667
"Face in the Crowd, A (1957)",Drama,5.0
Trading Places (1983),Comedy,3.625
Meatballs (1979),Comedy,3.4166666666666665
Meatballs Part II (1984),Comedy,3.0
Meatballs III (1987),Comedy,2.3333333333333335
Meatballs 4 (1992),Comedy,1.0
Dead Again (1991),Mystery|Romance|Thriller,3.875
Peter's Friends (1992),Comedy|Drama,3.0
"Incredibly True Adventure of Two Girls in Love, The (1995)",Comedy|Romance,2.6666666666666665
Experience Preferred... But Not Essential (1982),Drama,1.0
Under the Rainbow (1981),Comedy,3.5
Anywhere But Here (1999),Comedy|Drama,3.1818181818181817
Dogma (1999),Adventure|Comedy|Fantasy,3.3227848101265822
"Messenger: The Story of Joan of Arc, The (1999)",Drama|War,2.8
Pokémon: The First Movie (1998),Adventure|Animation|Children|Fantasy|Sci-Fi,2.5714285714285716
Felicia's Journey (1999),Thriller,3.5
Where's Marlowe? (1998),Comedy,3.5
"Commitments, The (1991)",Comedy|Drama|Musical,3.9285714285714284
Holiday Inn (1942),Comedy|Musical,3.590909090909091
"Longest Day, The (1962)",Action|Drama|War,4.090909090909091
Poison Ivy (1992),Drama|Thriller,3.4285714285714284
Poison Ivy: New Seduction (1997),Drama|Thriller,2.6666666666666665
Tora! Tora! Tora! (1970),Action|Drama|War,3.35
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),Comedy|Drama,4.0
"Verdict, The (1982)",Drama|Mystery,4.029411764705882
"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",Drama,4.0
"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",Adventure|Comedy|Sci-Fi,3.909090909090909
Stand and Deliver (1988),Comedy|Drama,4.2272727272727275
Moonstruck (1987),Comedy|Romance,3.6621621621621623
Jeremiah Johnson (1972),Western,3.8333333333333335
Repulsion (1965),Drama|Horror,3.5
Irma la Douce (1963),Comedy,2.75
42 Up (1998),Documentary,4.055555555555555
Liberty Heights (1999),Drama,3.75
Mansfield Park (1999),Comedy|Drama|Romance,3.9285714285714284
Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,3.625
"World Is Not Enough, The (1999)",Action|Adventure|Thriller,3.138888888888889
All About My Mother (Todo sobre mi madre) (1999),Drama,4.2
Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,4.0
Scrooged (1988),Comedy|Fantasy|Romance,3.316666666666667
Harvey (1950),Comedy|Fantasy,4.2631578947368425
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,4.043478260869565
Matewan (1987),Drama,3.1666666666666665
Kagemusha (1980),Drama|War,4.1
McCabe & Mrs. Miller (1971),Drama|Western,3.0714285714285716
Maurice (1987),Drama|Romance,2.6666666666666665
"Grapes of Wrath, The (1940)",Drama,4.064516129032258
My Man Godfrey (1957),Comedy,3.9
"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,3.7083333333333335
"Natural, The (1984)",Drama,3.642857142857143
Shampoo (1975),Comedy|Drama|Romance,2.611111111111111
"River Runs Through It, A (1992)",Drama,3.5892857142857144
Fatal Attraction (1987),Drama|Thriller,3.673469387755102
Jagged Edge (1985),Crime|Romance|Thriller,3.9
Stanley & Iris (1990),Drama|Romance,3.0
Midnight Run (1988),Action|Comedy|Crime|Thriller,3.9655172413793105
Awakenings (1990),Drama|Mystery,3.8421052631578947
Come See the Paradise (1990),Drama|Romance,3.6666666666666665
Backdraft (1991),Action|Drama,3.359375
"Fisher King, The (1991)",Comedy|Drama|Fantasy|Romance,3.635135135135135
"River, The (1984)",Drama,4.0
Country (1984),Drama,3.6666666666666665
Places in the Heart (1984),Drama,4.222222222222222
'night Mother (1986),Drama,5.0
End of Days (1999),Action|Fantasy|Horror|Mystery|Thriller,2.026315789473684
Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,3.844
Flawless (1999),Drama,3.6666666666666665
Miss Julie (1999),Drama,4.0
Ride with the Devil (1999),Drama|Romance|War,3.5
Tumbleweeds (1999),Drama,3.5
"Distinguished Gentleman, The (1992)",Comedy,3.0
"Hitch-Hiker, The (1953)",Drama|Film-Noir,3.5
Santa Fe Trail (1940),Drama|Romance|Western,3.0
"End of the Affair, The (1999)",Drama,3.3
Holy Smoke (1999),Comedy|Drama,2.8333333333333335
"Map of the World, A (1999)",Drama,3.25
Sweet and Lowdown (1999),Comedy|Drama,4.0
Bonfire of the Vanities (1990),Comedy|Crime|Drama,2.5416666666666665
Go West (1925),Comedy|Western,4.0
Grand Illusion (La grande illusion) (1937),Drama|War,4.208333333333333
"Great Santini, The (1979)",Drama,3.9444444444444446
"James Dean Story, The (1957)",Documentary,3.0
Stealing Home (1988),Drama,3.0
Three Ages (1923),Comedy,4.0
"Two Jakes, The (1990)",Drama,3.625
U2: Rattle and Hum (1988),Documentary|Musical,3.6
Hell in the Pacific (1968),Drama|War,4.0
"Glass Bottom Boat, The (1966)",Comedy|Romance,2.5
Cradle Will Rock (1999),Drama,3.1666666666666665
Deuce Bigalow: Male Gigolo (1999),Comedy,2.5
"Green Mile, The (1999)",Crime|Drama,3.9223300970873787
"Cider House Rules, The (1999)",Drama,3.2435897435897436
"War Zone, The (1999)",Drama|Thriller,4.0
"Last Picture Show, The (1971)",Drama,3.9761904761904763
"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,4.142857142857143
Anna and the King (1999),Drama|Romance,3.409090909090909
Bicentennial Man (1999),Drama|Romance|Sci-Fi,2.9722222222222223
Stuart Little (1999),Children|Comedy|Fantasy,3.074074074074074
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",Drama,3.5
Fantasia 2000 (1999),Animation|Children|Musical|IMAX,3.3823529411764706
Magnolia (1999),Drama,3.692982456140351
Onegin (1999),Drama|Romance,3.0
Topsy-Turvy (1999),Comedy|Drama|Musical,3.7142857142857144
Boiling Point (1993),Action|Drama,5.0
Brenda Starr (1989),Adventure,4.0
Carnal Knowledge (1971),Comedy|Drama,4.4375
Easy Rider (1969),Adventure|Drama,3.72
The Falcon and the Snowman (1985),Crime|Drama|Thriller,3.3461538461538463
Room at the Top (1959),Drama,4.25
Any Given Sunday (1999),Drama,2.94
Man on the Moon (1999),Comedy|Drama,3.3
Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,3.5076923076923077
"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,3.5
Next Friday (2000),Comedy,3.1666666666666665
"Hurricane, The (1999)",Drama,3.6363636363636362
Angela's Ashes (1999),Drama,3.227272727272727
Play it to the Bone (1999),Comedy|Drama,2.0
Titus (1999),Drama,3.8333333333333335
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary,3.3125
"Third Miracle, The (1999)",Drama,3.5
Snow Falling on Cedars (1999),Drama,3.1923076923076925
"Girl, Interrupted (1999)",Drama,3.625
"Life and Times of Hank Greenberg, The (1998)",Documentary,3.5
My Dog Skip (1999),Children|Drama,3.388888888888889
Supernova (2000),Adventure|Sci-Fi|Thriller,1.0
"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",Drama,4.0
"Way We Were, The (1973)",Drama|Romance,3.6818181818181817
Stalag 17 (1953),Drama|War,3.95
"Presidio, The (1988)",Action|Crime|Romance|Thriller,3.25
Papillon (1973),Crime|Drama,3.9523809523809526
Pal Joey (1957),Comedy|Drama|Musical|Romance,3.6666666666666665
"Last Detail, The (1973)",Comedy|Drama,4.3
Five Easy Pieces (1970),Drama,4.075
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),Drama|Horror,5.0
Dead Calm (1989),Thriller,3.8333333333333335
"Boys from Brazil, The (1978)",Action|Mystery|Thriller,3.857142857142857
Black Sunday (La maschera del demonio) (1960),Horror,3.0
Against All Odds (1984),Romance,2.75
"Snows of Kilimanjaro, The (1952)",Adventure,3.0
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),Action|Comedy,1.75
Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,3.6153846153846154
"Cry in the Dark, A (1988)",Drama,4.0
Batman: Mask of the Phantasm (1993),Animation|Children,3.85
American Flyers (1985),Drama,4.0
"Vampyros Lesbos (Vampiras, Las) (1971)",Fantasy|Horror|Thriller,5.0
"Star Is Born, A (1937)",Drama,4.0
Poison (1991),Drama,3.6
Pacific Heights (1990),Mystery|Thriller,3.6923076923076925
"Draughtsman's Contract, The (1982)",Drama,4.0
"Zed & Two Noughts, A (1985)",Drama,3.75
Woman in the Dunes (Suna no onna) (1964),Drama,3.75
Down to You (2000),Comedy|Romance,2.6
Seven Chances (1925),Comedy,4.0
Where the Buffalo Roam (1980),Comedy,3.0
Eye of the Beholder (1999),Thriller,2.0
Isn't She Great? (2000),Comedy,4.0
"Big Tease, The (1999)",Comedy,2.5
"Cup, The (Phörpa) (1999)",Comedy,3.5
Encino Man (1992),Comedy,2.375
"Goodbye Girl, The (1977)",Comedy|Romance,3.607142857142857
I Am Cuba (Soy Cuba/Ya Kuba) (1964),Drama,4.5
Malcolm X (1992),Drama,3.9655172413793105
Sister Act (1992),Comedy|Crime,3.054054054054054
Sister Act 2: Back in the Habit (1993),Comedy,2.3666666666666667
"Hand That Rocks the Cradle, The (1992)",Drama|Thriller,3.411764705882353
Alive (1993),Drama,2.75
Agnes of God (1985),Drama|Mystery,3.85
Scent of a Woman (1992),Drama,3.95
Wayne's World (1992),Comedy,3.391891891891892
Wayne's World 2 (1993),Comedy,3.1363636363636362
"League of Their Own, A (1992)",Comedy|Drama,3.4473684210526314
Patriot Games (1992),Action|Crime|Drama|Thriller,3.53125
"Bodyguard, The (1992)",Drama|Romance|Thriller,2.7241379310344827
Death Becomes Her (1992),Comedy|Fantasy,2.857142857142857
Far and Away (1992),Adventure|Drama|Romance,3.1333333333333333
Howards End (1992),Drama,3.823529411764706
Singles (1992),Comedy|Drama|Romance,3.6666666666666665
Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,3.2916666666666665
White Men Can't Jump (1992),Comedy|Drama,3.3793103448275863
Buffy the Vampire Slayer (1992),Action|Comedy|Horror,2.8666666666666667
Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,4.1
Man Bites Dog (C'est arrivé près de chez vous) (1992),Comedy|Crime|Drama|Thriller,3.25
"Mariachi, El (1992)",Action|Crime|Thriller|Western,3.5714285714285716
Stop! Or My Mom Will Shoot (1992),Action|Comedy,1.8
Forever Young (1992),Drama|Romance|Sci-Fi,2.625
"Cutting Edge, The (1992)",Comedy|Drama|Romance,3.6818181818181817
Of Mice and Men (1992),Drama,3.3666666666666667
Bad Lieutenant (1992),Crime|Drama,3.3125
Scream 3 (2000),Comedy|Horror|Mystery|Thriller,2.814814814814815
Single White Female (1992),Drama|Thriller,3.4545454545454546
"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,3.522727272727273
Gun Shy (2000),Comedy,1.0
"Brandon Teena Story, The (1998)",Documentary,5.0
Different for Girls (1996),Comedy,4.0
They Might Be Giants (1971),Comedy|Mystery|Romance,3.5
"Beach, The (2000)",Adventure|Drama,3.0185185185185186
Snow Day (2000),Comedy,2.1666666666666665
"Tigger Movie, The (2000)",Animation|Children,3.375
Not One Less (Yi ge dou bu neng shao) (1999),Drama,4.0
"Big Combo, The (1955)",Film-Noir,3.5
Eaten Alive (1977),Horror,2.5
To Sir with Love (1967),Drama,3.5625
Boiler Room (2000),Crime|Drama|Thriller,3.3793103448275863
Hanging Up (2000),Comedy|Drama,2.25
Pitch Black (2000),Horror|Sci-Fi|Thriller,3.269230769230769
"Whole Nine Yards, The (2000)",Comedy|Crime,3.2115384615384617
Beautiful People (1999),Comedy,4.0
Black Tar Heroin: The Dark End of the Street (2000),Documentary,1.0
Blue Collar (1978),Crime|Drama,3.3333333333333335
"Circus, The (1928)",Comedy,4.375
City Lights (1931),Comedy|Drama|Romance,4.0
"Flamingo Kid, The (1984)",Comedy|Drama,3.5
"Dog's Life, A (1918)",Comedy,4.25
"Kid, The (1921)",Comedy|Drama,4.4375
Class Reunion (1982),Comedy,3.5
"Big Trees, The (1952)",Action|Drama,2.5
Reindeer Games (2000),Action|Thriller,2.227272727272727
Wonder Boys (2000),Comedy|Drama,3.842857142857143
Deterrence (1999),Drama|Thriller,3.0
Mifune's Last Song (Mifunes sidste sang) (1999),Comedy|Drama|Romance,4.5
Drowning Mona (2000),Comedy,2.0714285714285716
"Next Best Thing, The (2000)",Comedy|Drama,3.0
What Planet Are You From? (2000),Comedy|Sci-Fi,2.3333333333333335
Beyond the Mat (1999),Documentary,3.0
Ghost Dog: The Way of the Samurai (1999),Crime|Drama,3.725
The Year My Voice Broke (1987),Drama|Romance,4.0
Splendor in the Grass (1961),Drama|Romance,3.9285714285714284
My Tutor (1983),Drama,4.0
Key Largo (1948),Crime|Drama|Film-Noir|Thriller,3.78125
For All Mankind (1989),Documentary,1.0
Cross of Iron (1977),War,3.0
Bride of the Monster (1955),Horror|Sci-Fi,2.6666666666666665
Born Yesterday (1950),Comedy,3.75
Birdy (1984),Drama|War,4.0
And God Created Woman (1988),Comedy|Drama|Romance,2.5
Blood Feast (1963),Horror,3.5
Never Cry Wolf (1983),Adventure|Drama,4.083333333333333
"Perils of Pauline, The (1947)",Comedy,4.0
"Raisin in the Sun, A (1961)",Drama,3.75
Two Thousand Maniacs! (1964),Horror,3.0
Mission to Mars (2000),Sci-Fi,2.2666666666666666
"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,3.7083333333333335
East-West (Est-ouest) (1999),Drama|Romance,4.75
Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,3.75
Breaking Away (1979),Comedy|Drama,4.131578947368421
Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,3.759259259259259
Bull Durham (1988),Comedy|Drama|Romance,3.8068181818181817
Dog Day Afternoon (1975),Crime|Drama,4.086206896551724
American Graffiti (1973),Comedy|Drama,4.065789473684211
"Asphalt Jungle, The (1950)",Crime|Film-Noir,3.9285714285714284
"Searchers, The (1956)",Drama|Western,3.7857142857142856
"Big Country, The (1958)",Romance|Western,4.375
Betrayed (1988),Drama|Thriller,4.0
Bound for Glory (1976),Drama,3.75
Hangmen Also Die! (1943),Drama|War,3.5
On the Beach (1959),Drama,3.4166666666666665
Railroaded! (1947),Film-Noir,2.5
"Taking of Pelham One Two Three, The (1974)",Action|Crime,4.166666666666667
Volunteers (1985),Comedy,2.6666666666666665
JFK (1991),Drama|Mystery|Thriller,3.8214285714285716
Who's Harry Crumb? (1989),Comedy|Mystery,3.4
Harry and the Hendersons (1987),Children|Comedy,2.388888888888889
Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,1.5
Who's That Girl? (1987),Comedy,3.3333333333333335
She-Devil (1989),Comedy,2.4
Date with an Angel (1987),Comedy|Fantasy|Romance,2.0
Blind Date (1987),Comedy|Romance,3.0
Nadine (1987),Comedy,2.8
"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,3.9
"Great Muppet Caper, The (1981)",Children|Comedy,3.45
"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,3.5
Sesame Street Presents Follow That Bird (1985),Children|Comedy,3.0
We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,2.0
Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,2.0
Turtle Diary (1985),Comedy|Drama|Romance,4.0
Titanic (1953),Action|Drama,3.0833333333333335
"Night to Remember, A (1958)",Action|Drama,3.5625
Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,4.125
Erin Brockovich (2000),Drama,3.552941176470588
Final Destination (2000),Drama|Thriller,3.0
"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,3.6875
Love Is a Many-Splendored Thing (1955),Drama|Romance|War,4.0
"Mirror, The (Zerkalo) (1975)",Drama,3.25
"Crimson Pirate, The (1952)",Adventure|Comedy,4.333333333333333
Thelma & Louise (1991),Adventure|Crime|Drama,3.533333333333333
...And Justice for All (1979),Drama|Thriller,3.6923076923076925
Animal House (1978),Comedy,3.805084745762712
She's Gotta Have It (1986),Comedy|Romance,3.4375
School Daze (1988),Drama,4.0
Do the Right Thing (1989),Drama,3.734375
Mo' Better Blues (1990),Drama|Musical,3.0
Jungle Fever (1991),Drama|Romance,3.4166666666666665
Coogan's Bluff (1968),Crime,1.5
"Champ, The (1979)",Drama,3.0
Creature Comforts (1989),Animation|Comedy,4.0
Death Wish (1974),Action|Crime|Drama,2.5714285714285716
Death Wish 2 (1982),Action|Drama,2.5
Death Wish 3 (1985),Action|Drama,1.0
Death Wish 5: The Face of Death (1994),Action|Drama,4.0
Double Indemnity (1944),Crime|Drama|Film-Noir,4.15625
Dying Young (1991),Drama|Romance,2.5625
Cool as Ice (1991),Drama,5.0
Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,2.9722222222222223
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,2.5
Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,1.6
Red Dawn (1984),Action|Drama|War,2.75
Band of the Hand (1986),Action|Crime|Drama,2.5
Bloodsport (1988),Action,2.875
