Name,Genre
Math Blaster in the Prime Adventure,Misc
Shellshock,Action
Blue Stinger,Adventure
Miami Law,Adventure
Hot Wheels Ultimate Racing,Action
Code:Realize - Sousei no Himegimi,Adventure
The Whispered World,Adventure
Capcom vs. SNK 2 EO,Fighting
Inazuma Eleven GO Strikers 2013,Role-Playing
Metal Gear Solid HD Edition,Action
PDC World Championship Darts: Pro Tour,Sports
Hunter: The Reckoning,Action
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,Misc
PictoImage,Puzzle
Urban Chaos,Action
Sword Art Online: Lost Song,Role-Playing
Digimon World: Next Order,Action
Alvin and the Chipmunks: Chipwrecked,Misc
Creeper World 3: Arc Eternal,Strategy
Pro Cycling Manager 2016,Sports
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,Misc
Heavy Fire: Afghanistan,Shooter
Freaky Flyers,Racing
Baten Kaitos Origins,Role-Playing
E\xc2\xb7O\xc2\xb7E: Eve of Extinction,Fighting
Dark Summit,Sports
Penguin no Mondai: The World,Adventure
Monkey Island: Special Edition Collection,Adventure
Flushed Away,Platform
Surfs Up,Sports
NHL 2004,Sports
Hakuouki Portable,Adventure
Cabelas Adventure Camp,Misc
SimAnimals Africa,Simulation
Shovel Knight,Platform
X-Men: The Official Game,Action
RLH: Run Like Hell,Shooter
Digimon Adventure,Role-Playing
The Ant Bully,Platform
Backyard Baseball 10,Sports
Conflict: Global Terror,Shooter
Minority Report: Everybody Runs,Action
Scribblenauts Unmasked: A DC Comics Adventure,Puzzle
Agatha Christie: The ABC Murders,Adventure
Football Director DS,Sports
Monster Rancher EVO,Role-Playing
Steins;Gate,Adventure
Project Hacker: Kakusei,Action
Karaoke Revolution,Misc
Guitar Hero: Van Halen,Misc
Adventure Time: Finn & Jake Investigations,Action
Olympic Summer Games: Atlanta 1996,Sports
Disney's The Haunted Mansion,Platform
Tatsunoko vs. Capcom: Cross Generation of Heroes,Fighting
Water Sports,Action
KORG DS-10 Synthesizer Plus,Misc
Dancing on Ice,Sports
Darius Gaiden,Shooter
Help Wanted: 50 Wacky Jobs,Simulation
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,Role-Playing
All Kamen Rider: Rider Generation 2,Action
Beach Spikers: Virtua Beach Volleyball,Sports
Draglade,Fighting
Scribblenauts Unmasked: A DC Comics Adventure,Puzzle
The Secret Saturdays: Beasts of the 5th Sun,Action
You Dont Know Jack: Mock 2,Misc
3D Tank Warfare Simulator Panzer Front,Simulation
Lord of Apocalypse,Role-Playing
Jade Cocoon 2,Role-Playing
Igor: The Game,Adventure
Truth or Lies,Misc
Kabushiki Baibai Trainer: Kabutore!,Simulation
The Destiny of Zorro,Action
Sword & Sorcery,Role-Playing
Van Helsing,Action
Bee Movie Game,Action
Harry Potter and the Deathly Hallows - Part 1,Action
Record of Agarest War Zero,Strategy
USA Today Puzzle Craze,Puzzle
Machi-Ing Maker 3 x Tousouchuu,Simulation
Kelly Slaters Pro Surfer,Sports
My Healthy Cooking Coach,Simulation
Beaterator,Misc
SNK vs. Capcom: SVC Chaos,Fighting
NFL Tour,Sports
Sudoku Mania,Puzzle
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,Platform
Choujikuu Yousai Macross: Ai Oboete Imasu ka,Shooter
Super Robot Wars OG: The Moon Dwellers,Misc
Vanishing Point,Racing
Dragonseeds,Action
The Bards Tale,Role-Playing
Nodame Cantabile,Misc
World Snooker Championship 2007,Sports
The History Channel: Civil War - Secret Missions,Shooter
Alien Hominid,Shooter
Pac-Man and the Ghostly Adventures 2,Adventure
LAigle de Guerre,Strategy
Jeopardy!,Misc
Lode Runner 3-D,Action
Disney's Donald Duck: Goin Quackers,Platform
Milos Astro Lanes,Sports
Flying Dragon,Fighting
Aidyn Chronicles: The First Mage,Role-Playing
GT64 Championship Edition,Racing
Virtual Pool 64,Sports
International Superstar Soccer 64 (weekly JP sales),Sports
Indy Racing 2000,Racing
Gekido,Fighting
Ys VIII: Lacrimosa of Dana,Role-Playing
Myst,Adventure
Gundam Breaker 3,Action
Adventure Time: Finn & Jake Investigations,Action
Disney's The Jungle Book,Platform
Tom Clancys Ghost Recon: Predator,Shooter
Deca Sports DS,Sports
Murdered: Soul Suspect,Action
Army Men World War: Team Assault,Action
naild,Racing
Tom Clancys Splinter Cell,Action
Bullet Witch,Shooter
Attack on Titan (KOEI),Action
Generator Rex: Agent of Providence,Action
Spider-Man: Web of Shadows,Action
Fate/hollow ataraxia,Adventure
Rolling Stone: Drum King,Misc
Marvel vs. Capcom: Clash of Super Heroes,Fighting
NBA Ballers: Rebound,Sports
Kings Field: The Ancient City,Role-Playing
LEGO Rock Raiders,Strategy
Silent Scope Complete,Shooter
Ghost in the Shell,Simulation
Leisure Suit Larry: Box Office Bust,Adventure
Attack of the Movies 3D,Shooter
Monkey Mischief! Party Time,Misc
Evil Dead: Fistfull of Boomstick,Action
Tom Clancys Classic Trilogy,Shooter
Harvest Moon DS Cute (jp sales),Simulation
Little League World Series Baseball 2010,Sports
Indigo Prophecy,Adventure
Bleach: Dark Souls (JP sales),Fighting
Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,Misc
World Series of Poker 2008: Battle for the Bracelets,Misc
Over the Hedge,Platform
Sneakers,Puzzle
Crime Crackers,Role-Playing
X-Men: Destiny,Action
NHL 2K6,Sports
Marvel Super Hero Squad: The Infinity Gauntlet,Action
SCORE International Baja 1000: The Official Game,Racing
Contact,Role-Playing
Micro Machines V3,Racing
"Warhammer 40,000: Dawn of War II - Chaos Rising",Strategy
College Hoops 2K6,Sports
"Sakura Wars 2: Kimi, Shinitamou koto Nakare",Adventure
Idol Janshi Suchie-Pai Remix,Misc
Pokemon Rumble World,Action
Exhibition Volume 03,Misc
Harry Potter and the Deathly Hallows - Part 2,Action
Zero4 Champ RR-Z,Racing
Initial D: Street Stage,Racing
Tales of Innocence R,Role-Playing
Nicktoons: ML,Sports
Tom Clancys HAWX 2,Action
Predator: Concrete Jungle,Action
The Crew: Wild Run,Action
Start the Party! Save the World,Misc
Major League Baseball 2K12,Sports
Lucky * Star: Ryouou Gakuen Outousai,Adventure
Big League Sports,Sports
Dora & Kai-Lans Pet Shelter,Strategy
Opoona,Role-Playing
Naruto Shippuden: Gekito Ninja Taisen! EX,Fighting
Universal Studios Theme Parks Adventure,Misc
Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,Misc
Piglets Big Game,Platform
Real Bout Garou Densetsu,Fighting
Project FIFA World Cup,Sports
Rocky: Legends,Action
The BIGS 2,Sports
Lord of Apocalypse,Role-Playing
Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,Adventure
Nancy Drew: The Model Mysteries,Puzzle
Cate West: The Vanishing Files,Adventure
Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,Adventure
Prinny: Can I Really Be the Hero?,Platform
Star Trek: Shattered Universe,Simulation
Fifi and the Flowertots,Misc
Phantom Brave: The Hermuda Triangle,Role-Playing
The Land Before Time: Great Valley Racing Adventure,Racing
The Walking Dead: Season Two,Adventure
System Flaw,Shooter
Ultra Street Fighter IV,Fighting
Dragon Ball: Evolution,Fighting
Pajama Sam: Dont Fear The Dark,Adventure
Natural Doctrine,Role-Playing
MTX Mototrax,Racing
Blast Chamber,Shooter
NASCAR Unleashed,Racing
Championship Pony,Simulation
Disgaea Infinite,Adventure
NeverDead,Shooter
EyeToy: Operation Spy,Action
Thor: God of Thunder,Action
Blades of Time,Action
Ridge Racer 2,Racing
MotoGP 07,Racing
Cubic Ninja,Platform
Disney Sing It! High School Musical 3: Senior Year,Misc
Option Tuning Car Battle,Racing
Derby Jockey 2,Sports
F1 2014,Racing
The Witch and the Hundred Knight,Role-Playing
Ben 10 Galactic Racing,Racing
Famicom Mini: Mappy,Platform
Reign of Fire,Shooter
Angry Birds Star Wars,Strategy
Arslan: The Warriors of Legend,Action
Descent Maximum,Shooter
King of Clubs: Mini Golf,Sports
Harvest Moon: Frantic Farming,Puzzle
Girls und Panzer: I Will Master Tankery,Action
Star Wars: Lethal Alliance,Action
Blue Dragon: Awakened Shadow,Role-Playing
Petz Hamsterz Superstarz,Simulation
Chameleon,Puzzle
Shining Force EXA,Role-Playing
Adventure Time: Finn & Jake Investigations,Action
Virtual Pro Wrestling,Fighting
Rapala Pro Bass Fishing 2010,Sports
Ciel Nosurge: Ushinawareta Hoshi e Sasagu Uta,Adventure
Shadow Tower,Role-Playing
Digimon World DS,Role-Playing
Jikkyou Powerful Pro Yakyuu 2013,Sports
Luminous Arc 2 (JP sales),Role-Playing
CSI: Hard Evidence,Adventure
MySims SkyHeroes,Action
Rugby 15,Sports
Ford Racing 3,Racing
Ice Age 2: The Meltdown,Platform
The Secret Saturdays: Beasts of the 5th Sun,Action
Guilty Gear Isuka,Fighting
Horse Life Adventures,Simulation
Tornado Outbreak,Action
Shadow Master,Adventure
Global Touring Challenge: Africa,Racing
Tokimeki Memorial: Taisen Pazurudama,Puzzle
Who Wants to Be A Millionaire?,Misc
Skylanders: Spyros Adventure,Action
Man vs. Wild,Action
Watchmen: The End is Nigh Part 1 & 2,Action
Happy Feet Two,Action
iCarly 2: iJoin The Click!,Adventure
MotoGP 2,Racing
Pro Yakyuu Famista DS,Sports
Shadow of Destiny,Adventure
Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,Fighting
Doras Cooking Clu,Misc
Paws & Claws: Pet Vet,Simulation
Heatseeker,Action
Mays Mystery: Forbidden Memories,Puzzle
Adventure Time: Finn & Jake Investigations,Action
Ar tonelico: Melody of Elemia,Role-Playing
Sol Trigger,Role-Playing
Castlevania Double Pack,Platform
Ballistic: Ecks vs. Sever,Shooter
Jikkyou Powerful Pro Yakyuu 11,Sports
Ninja Reflex,Action
Steel Battalion,Simulation
Cartoon Network: Punch Time Explosion,Fighting
Devil May Cry 4,Action
Pro Evolution Soccer 2013,Sports
Bejeweled Twist,Puzzle
Street Fighter Collection,Fighting
Kurokos Basketball: Miracle Game,Sports
Power Stone Collection,Action
Alvin and the Chipmunks: The Squeakquel,Misc
Digimon Story: Super Xros Wars Blue/Red,Role-Playing
Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,Sports
MX SuperFly featuring Ricky Carmichael,Racing
"Blast Works: Build, Trade, Destroy",Shooter
Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,Simulation
SNK vs. Capcom Card Fighters DS,Strategy
Fate/Extella: The Umbral Star,Action
Darkest of Days,Shooter
Minority Report: Everybody Runs,Action
Champion Jockey: G1 Jockey & Gallop Racer,Sports
NASCAR,Racing
Gundam Breaker,Action
Kiniro no Corda 3,Adventure
Shox,Racing
Rio,Misc
Valentino Rossi: The Game,Racing
Unou no Tatsujin: Soukai! Machigai Museum 2,Misc
Playboy: The Mansion,Simulation
Neo Atlas,Strategy
Disney's Aladdin in Nasiras Revenge,Action
SeaWorld Adventure Parks: Shamus Deep Sea Adventure,Adventure
Squinkies 2: Adventure Mall Surprize!,Platform
Winning Post 6,Sports
Egg Monster Hero,Role-Playing
Whacked!,Misc
Barnyard,Action
Ultimate Marvel vs. Capcom 3,Fighting
Just Dance 2017,Misc
Touch Detective,Adventure
MindJack,Shooter
Pac-Man World 3,Platform
National Geographic Challenge!,Misc
Code Lyoko: Quest for Infinity,Action
Mega Man Legacy Collection,Platform
thinkSMART,Misc
NatGeo Challenge! Wild Life,Misc
Rocky,Fighting
Glory Days 2,Strategy
Kung Fu Panda 2,Action
Brain Age: Concentration Training,Puzzle
Crash N Burn,Racing
NFL Blitz 20-02,Sports
Metal Fight Beyblade,Action
Robots,Action
Hakuoki: Demon of the Fleeting Blossom,Adventure
Disney Planes Fire & Rescue,Action
Field & Stream: Total Outdoorsman Challenge,Sports
Speed Kings,Racing
SpongeBob: HeroPants,Platform
Dungeons,Strategy
Little League World Series Baseball 2008,Sports
Winter Stars,Sports
WRC 5: FIA World Rally Championship,Sports
Langrisser V: The End of Legend,Strategy
Monster Jam: Path of Destruction,Racing
Bladestorm: The Hundred Years War,Action
Ouchi Mainichi Tamagotchi,Action
PhotoKano,Adventure
Fresh PreCure! Asobi Collection,Action
Populous: The Beginning,Strategy
Burnout Paradise: The Ultimate Box,Racing
Chess,Strategy
Rosco McQueen: Firefighter Extreme,Action
Terranigma,Role-Playing
Age of Empires II: The Age of Kings,Strategy
Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,Action
Forever Kingdom,Role-Playing
Blitz: Overtime,Sports
Young Justice: Legacy,Action
Altered Beast: Guardian of the Realms,Action
Halo 2,Shooter
Medal of Honor: Vanguard,Shooter
Family Party: 30 Great Games,Misc
Raven Squad: Operation Hidden Dagger,Shooter
The Legend of Heroes: A Tear of Vermillion,Role-Playing
Populous DS,Strategy
Shining Tears,Role-Playing
MotoGP,Racing
Scaler,Platform
Gradius V,Shooter
X-COM: UFO Defense,Strategy
World Cup 98 France: Road to Win,Sports
Zero Escape: Zero Time Dilemma,Adventure
MLB SlugFest 20-04,Sports
Hyperdimension Neptunia Re;Birth 3,Action
Barbie and the Magic of Pegasus,Action
Big League Sports: Summer,Sports
UEFA Euro 2016,Sports
PAC-MAN and the Ghostly Adventures,Platform
Guilty Gear Xrd -Revelator-,Fighting
Wordmaster,Strategy
Retro Game Challenge (US sales),Action
SD Gundam G Generation DS,Role-Playing
SingStar Guitar,Misc
Arcania: Gothic 4,Role-Playing
Angry Birds: Rio,Puzzle
The Smurfs 2,Platform
Bleach: Heat the Soul,Fighting
Psychonauts,Platform
World Stadium 5,Sports
Championship Foosball,Sports
Backyard Sports: Sandlot Sluggers,Sports
ESPN NBA 2Night,Sports
Uta no Prince-Sama: Debut,Adventure
Galactic Taz Ball,Platform
Assassins Creed Chronicles,Action
Freekstyle,Racing
Ford Mustang: The Legend Lives,Racing
Rocket League,Sports
Virtua Fighter CG Portrait Series Vol.3: Akira Yuki,Misc
Digimon Rumble Arena 2,Fighting
Dora the Explorer: Dora Saves the Crystal Kingdom,Misc
Wolfenstein: The Old Blood,Action
Imagine: Reporter,Simulation
Shockwave Assault,Simulation
Ribbit King,Sports
World Championship Poker 2: Featuring Howard Lederer,Misc
Alien Hominid,Shooter
Rygar: The Battle of Argus,Action
Pro Yakyuu Greatest Nine 98,Sports
Snood 2: On Vacation,Puzzle
Learn Chess,Misc
Ninja Gaiden Black,Action
Bogey: Dead 6,Simulation
Scooby-Doo! Whos Watching Who?,Adventure
Hakuouki: Zuisouroku Portable,Adventure
Puyo Pop Fever (JP sales),Puzzle
Yu-Gi-Oh! GX: The Beginning of Destiny (US sales),Strategy
Dragon Ball Kai: Ultimate Butouden,Fighting
Shin Megami Tensei,Role-Playing
Trivial Pursuit unhinged,Misc
NCAA March Madness 08,Sports
InuYasha: Secret of the Divine Jewel,Role-Playing
The Revenge of Shinobi,Platform
Bloody Roar 4,Fighting
Lets Ride! Silver Buckle Stables,Sports
The Story of Noahs Ark,Action
Atari Classics Evolved,Misc
Cabelas Big Game Hunter,Sports
I-Ninja,Platform
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,Sports
Dragon Tales: Dragon Seek,Platform
Yourself Fitness,Sports
Ghostbusters: The Video Game (DS Version),Action
Tak: The Great Juju Challenge,Platform
Invizimals: The Alliance,Action
Hyperdimension Idol Neptunia PP,Misc
Dance on Broadway,Misc
Ultimate Mortal Kombat,Fighting
Army Corps of Hell,Action
Resident Evil Chronicles HD,Shooter
Return Fire,Strategy
Wild ARMs: Alter Code F,Role-Playing
Bomberman Max 2: Blue Advance,Puzzle
Mind Quiz,Action
Dead or Alive 5,Fighting
Shrek SuperSlam,Action
Alien Monster Bowling League,Sports
Rapid Reload,Shooter
Total Overdose: A Gunslingers Tale in Mexico,Shooter
New Legends,Action
Island Xtreme Stunts,Action
Agassi Tennis Generation,Sports
I Love Puppies,Simulation
Metal Slug X,Shooter
Green Lantern: Rise of the Manhunters,Action
Running Wild,Racing
Romance of the Three Kingdoms X,Strategy
Brigandine: The Legend of Forsena,Strategy
MX SuperFly featuring Ricky Carmichael,Racing
Disney's The Haunted Mansion,Platform
Sound Novel Machi,Adventure
GripShift,Racing
Jenga World Tour,Misc
Alvin and the Chipmunks: Chipwrecked,Misc
Fighting Fantasy: The Warlock of Firetop Mountain,Role-Playing
FIFA 2001: Major League Soccer,Sports
The Daring Game for Girls,Adventure
Beowulf: The Game,Action
NHL 2K8,Sports
Jikkyou Powerful Pro Yakyuu 14 Ketteiban,Sports
Singstar: Ultimate Party,Misc
Skies of Arcadia,Role-Playing
U-Sing  2,Misc
NASCAR: Dirt to Daytona,Racing
Demon Chaos,Action
Road Trip,Racing
Monopoly Collection,Misc
Blood of Bahamut,Role-Playing
Digimon All-Star Rumble,Fighting
Jimmie Johnsons Anything With an Engine,Racing
Kawasaki Quad Bikes,Racing
Quiz Magic Academy DS: Futatsu no Jikuu Koku,Misc
echochrome,Puzzle
Lilie no Atelier: Salburg no Renkinjutsushi 3,Role-Playing
Driver: Renegade,Racing
Animal Planet: Vet Life,Simulation
Top Gun: Firestorm Advance,Shooter
Project Eden,Action
Riviera: The Promised Land,Role-Playing
Mystery Stories: Curse of the Ancient Spirits,Adventure
Samurai Shodown Anthology,Fighting
The Smurfs 2,Platform
Yaiba: Ninja Gaiden Z,Action
Puzzle Chronicles,Puzzle
NERF N-Strike: Double Blast Bundle,Shooter
Dead or Alive 5,Fighting
Castlevania: Lords of Shadow 2,Action
Pro Evolution Soccer 2012,Action
Ghosthunter,Action
Bass Pro Shops: The Hunt,Sports
Def Jam Fight For NY: The Takeover,Action
Mimana Iyar Chronicle,Role-Playing
Michael Jackson: The Experience,Misc
Seven: Molmorth no Kiheitai,Action
Doraemon: Nobita to Midori no Kyojinden DS,Platform
Hello Kittys Cube Frenzy,Puzzle
Major League Baseball 2K11,Sports
Tom Clancys EndWar,Strategy
The Smurfs 2,Platform
Toukiden 2,Action
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,Sports
JASF: Janes Advanced Strike Fighters,Simulation
Astro Boy: Omega Factor,Action
Carnival Games: Wild West 3D,Misc
The Wolf Among Us,Adventure
Import Tuner Challenge (American sales),Racing
Karaoke Joysound Wii Super DX: Hitori de Minna de Utai Houdai!,Misc
Fullmetal Alchemist: Dual Sympathy,Role-Playing
Cardfight!! Vanguard: Ride to Victory,Misc
Jikkyou Powerful Pro Yakyuu Portable 2,Sports
Kawashima Ryuuta Kyouju Kanshuu Nouryoku Trainer Portable 2,Misc
Locks Quest,Strategy
Rugby 2005,Sports
The X-Factor,Misc
Ochaken no Heya DS 2,Simulation
Ratchet & Clank Future: Quest for Booty,Platform
V-Rally Edition 99,Racing
Castlevania Dracula X,Platform
Golden Nugget 64,Misc
Batman Beyond: Return of the Joker,Action
Saikyou Habu Shogi,Misc
Robotron 64,Shooter
Go Play: City Sports,Sports
Naruto RPG 3: Rejiuu vs Konoha Shoutai,Role-Playing
Spectral Force Genesis,Role-Playing
Tunnel B1,Action
2-in-1 Game Pack: Spider-Man & Spider-Man 2,Platform
Last Rebellion,Role-Playing
Porsche Challenge,Racing
Ben 10 Galactic Racing,Racing
Dragon Ball Z: Shin Butouden,Fighting
Super Robot Taisen MX Portable,Strategy
Space Invaders Extreme,Shooter
Truth or Lies,Misc
Batman: A Telltale Game Series,Adventure
Star Wars: Empire at War - Gold Pack,Strategy
Detana TwinBee Yahho! Deluxe Pack,Shooter
Shin Ken to Mah? to Gakuenmono. Toki no Gakuen,Role-Playing
Romance of the Three Kingdoms 13,Action
Quantum Theory,Shooter
Uta no Prince-Sama: Music 2,Adventure
"Saiyuuki: Kinkaku, Ginkaku no Inbou",Role-Playing
Tornado Outbreak,Action
Bleach: Heat the Soul 6,Fighting
Scrabble,Misc
Mugen Keitai Disgaea,Role-Playing
Justice League Heroes,Role-Playing
Space Chimps,Platform
Back to the Future: The Game,Adventure
Black & White 2,Strategy
Action Man-Operation Extreme,Action
Fishing Master World Tour,Sports
Mystic Heroes,Action
The Golf Clu,Sports
Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,Misc
Sega Casino,Misc
GRID Autosport,Racing
Pro Yaky? Spirits 2014,Sports
Defender,Misc
Captain Tsubasa: Aratanaru Densetsu Joshou,Sports
Zoids Assault,Strategy
World Championship Games: A Track & Field Event,Sports
Blood: The Last Vampire (Joukan),Adventure
Clockwork Knight,Platform
Freestyle Metal X,Racing
Shovel Knight,Platform
Sidewinder Max,Simulation
Kenka Banchou 2: Full Throttle,Action
Karaoke Revolution Presents American Idol Encore 2,Misc
Transformers: Devastation,Action
Dark Angel: Vampire Apocalypse,Role-Playing
Damnation,Shooter
Momu-chan Diet Wii: Figurobics by Chon Dayon,Misc
Junior Mystery Quest,Puzzle
Might & Magic Heroes VII,Strategy
Playmobil Circus,Action
Atelier Totori: The Adventurer of Arland,Role-Playing
Deadliest Catch: Sea of Chaos,Sports
No More Heroes: Red Zone,Action
Kurokos Basketball: Ties to Future,Action
Super Puzzle Fighter II,Puzzle
The Voice,Action
Battle Stadium D.O.N,Fighting
Family GameShow,Misc
Pipe Mania,Puzzle
Karaoke Revolution Presents American Idol Encore,Misc
Doras Big Birthday Adventure,Misc
Raiden Fighters Aces,Shooter
Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,Action
Kurikin: Nano Island Story,Role-Playing
Supreme Commander,Strategy
FIFA Street 3,Sports
MotoGP 14 ,Racing
Transworld Snowboarding,Sports
NFL Blitz 20-02,Sports
World Soccer Winning Eleven 8 International,Sports
Sniper Elite,Shooter
XCOM 2,Strategy
Blazblue: Continuum Shift Extend,Fighting
Scooby-Doo! Unmasked,Platform
Mahjong Cub3D,Puzzle
Test Drive: Eve of Destruction,Racing
Crimson Sea,Action
Naruto Shippuden: Gekito Ninja Taisen! EX 2,Fighting
Red Bull BC One,Misc
The Weakest Link,Misc
Rock Band Country Track Pack 2,Misc
Lethal Enforcers,Shooter
Viewtiful Joe: Red Hot Rumble,Action
The Mummy: Tomb of the Dragon Emperor,Action
Romance of the Three Kingdoms XII,Strategy
Ikaruga,Shooter
Crysis: Maximum Edition,Shooter
The Suffering: Ties That Bind,Action
MLB Superstars,Sports
Challenge Me: Brain Puzzles 2,Puzzle
Reading Training,Misc
Remington Super Slam Hunting: Alaska,Sports
Nobunagas Ambition: Iron Triangle,Strategy
Cake Mania: Main Street,Simulation
Roary the Racing Car,Misc
Jikkyou Powerful Pro Yakyuu 2012,Action
The Mummy: Tomb of the Dragon Emperor,Action
Harvest Moon: Boy & Girl,Simulation
Dreamer Series: Teacher,Simulation
Killer Instinct (2013),Fighting
Knights in the Nightmare,Role-Playing
Wonder World Amusement Park,Misc
Dynasty Warriors 8: Empires,Action
Bejeweled 3,Puzzle
Pillow Pets,Adventure
Sengoku Basara 4: Sumeragi,Action
Shrek Smash n Crash Racing,Racing
Jambo! Safari Animal Rescue,Simulation
El Tigre: The Adventures of Manny Rivera,Platform
Petz: Saddle Clu,Simulation
Digimon World Re:Digitize Decode,Role-Playing
The Amazing Spider-Man (Console Version),Action
Digimon World 4,Role-Playing
MLB 2K9 Fantasy All-Stars,Sports
Spectral Force 3,Role-Playing
Ford Racing 3,Racing
MLB SlugFest Loaded,Sports
Sotsugyou Crossworld,Simulation
Ty the Tasmanian Tiger 3: Night of the Quinkan,Action
Risen 3: Titan Lords,Role-Playing
Ys I & II Chronicles,Role-Playing
R: Racing Evolution,Racing
Bionicle,Action
The Ant Bully,Platform
Lost Dimension,Role-Playing
Bleach GC: Tasogare Ni Mamieru Shinigami,Fighting
Game Hits!,Misc
Battle Fantasia,Fighting
Chou Jigen Game Neptune Mk-II,Role-Playing
Jikkyou Powerful Pro Yakyuu 2000 Ketteiban,Sports
Karaoke Revolution,Misc
Fire Pro Wrestling Returns,Sports
Obscure: The Aftermath,Action
Henry Hatsworth in the Puzzling Adventure,Puzzle
Persona 4: Arena Ultimax,Fighting
Jimmy Neutron: Boy Genius,Platform
Derby Stallion,Sports
Rollcage Stage II,Racing
Samurai Warriors 2: Xtreme Legends,Action
Spider-Man: Edge of Time,Action
Sloane to MacHale no Nazo no Monogatari 2,Puzzle
Karaoke Joysound Wii DX,Misc
Just Dance Wii U,Misc
Generator Rex: Agent of Providence,Action
Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,Misc
Invasion From Beyond,Shooter
Jumper: Griffins Story,Action
Forgotten Realms: Demon Stone,Action
Rock Band 3,Misc
Major League Baseball 2K7,Sports
BIT.TRIP COMPLETE,Misc
LEGO Star Wars II: The Original Trilogy,Action
Crash Boom Bang!,Misc
One Piece: Burning Blood,Fighting
Rugby 15,Sports
Tim Burtons The Nightmare Before Christmas: Oogies Revenge,Adventure
Mahjong Master,Misc
Royal Palace of White Sword and The City of Gentiles,Role-Playing
Top Gear Rally,Racing
Red Faction: Armageddon,Shooter
L: the proLogue to DEATH NOTE - Rasen no Wana,Adventure
Famicom Mini: Makaimura,Platform
XIII,Shooter
Inazuma Eleven 3,Role-Playing
Data East Arcade Classics,Misc
Ski and Shoot,Sports
Theme Hospital,Strategy
The Incredibles: Rise of the Underminer,Action
Wizardry: Tale of the Forsaken Land,Role-Playing
ShellShock 2: Blood Trails,Shooter
F.E.A.R. Files,Shooter
Assassins Creed: Rogue,Action
ChuChu Rocket!,Strategy
FIFA 12,Sports
Codename Tenka,Shooter
Age of Mythology,Strategy
Savage Skies,Shooter
Lara Croft and the Temple of Osiris,Action
Sega Bass Fishing,Sports
Indianapolis 500 Legends,Racing
Walt Disney's The Jungle Book: Rhythm NGroove,Misc
Cyberia,Action
Million God,Misc
Killer7,Action
The Sims 2: Apartment Life,Simulation
Busy Scissors,Simulation
RollerCoaster Tycoon 3: Platinum,Strategy
The Seven Deadly Sins: Unjust Sin,Adventure
Legend of the Guardians: The Owls of GaHoole,Action
Brain Voyage,Puzzle
Lost Heroes,Role-Playing
Astro Boy,Action
Supremacy MMA,Fighting
Puss in Boots,Action
Wacky World of Sports,Sports
Cloudy With a Chance of Meatballs,Platform
Wing Commander IV: The Price of Freedom,Simulation
Monster House,Adventure
Charlottes We,Action
MetropolisMania,Strategy
Divinity: Original Sin,Role-Playing
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs. The Soulless Army,Role-Playing
Bomberman Land Touch!,Puzzle
Monster Jam: Urban Assault,Racing
My Make-Up,Misc
50 Cent: Bulletproof,Action
Destroy All Humans! Path of the Furon,Action
Princess Maker 2,Simulation
NCAA Football 08,Sports
Ephemeral Fantasia,Role-Playing
SRS: Street Racing Syndicate,Racing
Grand Kingdom,Role-Playing
Great Party Games,Misc
1 vs. 100,Misc
Winter Sports 2: The Next Challenge,Sports
God Eater Resurrection,Action
Major League Baseball 2K9,Sports
Aibou DS,Adventure
Tokimeki Memorial: Taisen Pazurudama,Puzzle
Fairy Fencer F: Advent Dark Force,Role-Playing
Beat Sketch!,Misc
My Stop Smoking Coach: Allen Carrs EasyWay,Misc
Bleach: Heat the Soul 5,Fighting
Counter-Strike: Source,Shooter
Koudelka,Role-Playing
Animal Planet: Emergency Vets,Simulation
Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,Misc
IHRA Drag Racing: Sportsman Edition,Racing
Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,Adventure
Gray Matter,Adventure
Ski-Doo Snowmobile Challenge,Racing
Transformers: Devastation,Action
Star Wars: Empire at War,Strategy
Americas Army: True Soldiers,Shooter
Song of the Deep,Action
NASCAR The Game: Inside Line,Racing
